epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.47486612200737,0.0005000000237487257,1.6316841840744019,0.4937500059604645,1.571254849433899
10,0.49055662751197815,0.0005000000237487257,1.6000382900238037,0.5184375047683716,1.5186041593551636
11,0.390625,0.0005000000237487257,1.6803090572357178,0.4976562559604645,1.5640720129013062
11,0.5,0.0005000000237487257,1.6737943887710571,0.518750011920929,1.5225205421447754
12,0.5230998992919922,0.0005000000237487257,1.5082288980484009,0.5017187595367432,1.5418106317520142
12,0.5080735683441162,0.0005000000237487257,1.5394346714019775,0.539843738079071,1.4334739446640015
13,0.328125,0.0005000000237487257,1.8150310516357422,0.5032812356948853,1.5421555042266846
13,0.46875,0.0005000000237487257,1.5056123733520508,0.5451562404632568,1.425514817237854
14,0.5349300503730774,0.0005000000237487257,1.4680715799331665,0.5435937643051147,1.448866844177246
14,0.5447677373886108,0.0005000000237487257,1.4525339603424072,0.5331249833106995,1.4895102977752686
15,0.453125,0.0005000000237487257,1.512318730354309,0.5396875143051147,1.4518482685089111
15,0.578125,0.0005000000237487257,1.4782555103302002,0.538281261920929,1.4721274375915527
16,0.5489602088928223,0.0005000000237487257,1.426009178161621,0.5435937643051147,1.5068681240081787
16,0.557677149772644,0.0005000000237487257,1.4168058633804321,0.5034375190734863,1.6185600757598877
17,0.546875,0.0005000000237487257,1.4335265159606934,0.5407812595367432,1.5022099018096924
17,0.53125,0.0005000000237487257,1.343174695968628,0.49390625953674316,1.664029836654663
18,0.5626582503318787,0.0005000000237487257,1.3948054313659668,0.5246875286102295,1.4975203275680542
18,0.5679714679718018,0.0005000000237487257,1.3882606029510498,0.5403125286102295,1.5081114768981934
19,0.515625,0.0005000000237487257,1.410773754119873,0.5385937690734863,1.4502344131469727
19,0.671875,0.0005000000237487257,1.2718425989151,0.5364062786102295,1.519564151763916
20,0.5801336765289307,0.0005000000237487257,1.3559297323226929,0.5649999976158142,1.3923678398132324
20,0.5724959373474121,0.0005000000237487257,1.3620009422302246,0.5745312571525574,1.3653334379196167
21,0.6875,0.0005000000237487257,1.276608943939209,0.5584375262260437,1.4124125242233276
21,0.546875,0.0005000000237487257,1.3304492235183716,0.5731250047683716,1.3872867822647095
22,0.5821676254272461,0.0005000000237487257,1.3436453342437744,0.5595312714576721,1.4235419034957886
22,0.5838279724121094,0.0005000000237487257,1.3381476402282715,0.5512499809265137,1.4270116090774536
23,0.640625,0.0005000000237487257,1.3132766485214233,0.5550000071525574,1.4377856254577637
23,0.5,0.0005000000237487257,1.521381139755249,0.5542187690734863,1.4139808416366577
24,0.5879374146461487,0.0005000000237487257,1.3230564594268799,0.5667187571525574,1.3567636013031006
24,0.5907600522041321,0.0005000000237487257,1.3268260955810547,0.6001562476158142,1.28678560256958
25,0.53125,0.0005000000237487257,1.4107540845870972,0.5635937452316284,1.3620781898498535
25,0.578125,0.0005000000237487257,1.4161700010299683,0.6010937690734863,1.2832207679748535
0,0.22630858421325684,0.0005000000237487257,2.314073085784912,0.25968751311302185,2.088118314743042
1,0.328125,0.0005000000237487257,2.0455431938171387,0.25968751311302185,2.0932819843292236
2,0.25636130571365356,0.0005000000237487257,2.165619134902954,0.2684375047683716,2.0279793739318848
3,0.1875,0.0005000000237487257,2.246345043182373,0.2698437571525574,2.028438091278076
4,0.28188949823379517,0.0005000000237487257,2.082725763320923,0.31296876072883606,2.0146634578704834
5,0.21875,0.0005000000237487257,2.1885852813720703,0.3174999952316284,1.9974664449691772
6,0.34402889013290405,0.0005000000237487257,1.9501590728759766,0.39921873807907104,1.777846336364746
7,0.359375,0.0005000000237487257,1.8591437339782715,0.40718749165534973,1.76411771774292
8,0.4146776795387268,0.0005000000237487257,1.7901217937469482,0.4515624940395355,1.6287614107131958
9,0.390625,0.0005000000237487257,1.7550318241119385,0.4664062559604645,1.610325813293457
10,0.4630360007286072,0.0005000000237487257,1.6528407335281372,0.41062501072883606,1.726729393005371
11,0.453125,0.0005000000237487257,1.6816312074661255,0.40062499046325684,1.7669110298156738
12,0.5114772915840149,0.0005000000237487257,1.5355465412139893,0.4879687428474426,1.7043838500976562
13,0.46875,0.0005000000237487257,1.6165908575057983,0.4790624976158142,1.739754319190979
14,0.5299074053764343,0.0005000000237487257,1.4745641946792603,0.5298437476158142,1.506101369857788
15,0.53125,0.0005000000237487257,1.4920940399169922,0.5181249976158142,1.5566465854644775
16,0.557096004486084,0.0005000000237487257,1.4242523908615112,0.5145312547683716,1.612979531288147
17,0.5625,0.0005000000237487257,1.4251309633255005,0.5168750286102295,1.599929928779602
18,0.5634053945541382,0.0005000000237487257,1.3900401592254639,0.557812511920929,1.4154009819030762
19,0.609375,0.0005000000237487257,1.298964023590088,0.5623437762260437,1.4022406339645386
20,0.5744469165802002,0.0005000000237487257,1.3582608699798584,0.5628125071525574,1.393985390663147
21,0.5625,0.0005000000237487257,1.3687443733215332,0.5668749809265137,1.3775622844696045
22,0.5792619585990906,0.0005000000237487257,1.339738130569458,0.5745312571525574,1.3917652368545532
23,0.5625,0.0005000000237487257,1.3447803258895874,0.5720312595367432,1.3962278366088867
24,0.5892657041549683,0.0005000000237487257,1.3227680921554565,0.5724999904632568,1.3987135887145996
25,0.4375,0.0005000000237487257,1.6512645483016968,0.5701562762260437,1.4136412143707275
26,0.5942883491516113,0.0005000000237487257,1.3106701374053955,0.5940625071525574,1.2975214719772339
27,0.65625,0.0005000000237487257,1.2371102571487427,0.5923437476158142,1.2989522218704224
28,0.59769207239151,0.0005000000237487257,1.3035914897918701,0.5759375095367432,1.4183276891708374
29,0.546875,0.0005000000237487257,1.3374710083007812,0.5790625214576721,1.4030307531356812
30,0.6022996306419373,0.0005000000237487257,1.2905055284500122,0.5824999809265137,1.4043487310409546
31,0.625,0.0005000000237487257,1.1674405336380005,0.5859375,1.383398413658142
32,0.6042090654373169,0.0005000000237487257,1.2838685512542725,0.5903124809265137,1.3528021574020386
33,0.578125,0.0005000000237487257,1.3856556415557861,0.5887500047683716,1.3541767597198486
34,0.6085675358772278,0.0005000000237487257,1.2821621894836426,0.5639062523841858,1.4271316528320312
35,0.53125,0.0005000000237487257,1.3208770751953125,0.5649999976158142,1.4300388097763062
36,0.6114731431007385,0.0005000000237487257,1.2722408771514893,0.5814062356948853,1.342278003692627
37,0.59375,0.0005000000237487257,1.1647460460662842,0.5821874737739563,1.3395636081695557
38,0.613797664642334,0.0005000000237487257,1.2694294452667236,0.5981249809265137,1.3325642347335815
39,0.703125,0.00010000000474974513,1.1849972009658813,0.5982812643051147,1.335487961769104
40,0.6440994739532471,0.00010000000474974513,1.1888235807418823,0.641406238079071,1.1947836875915527
41,0.6875,0.00010000000474974513,1.0934264659881592,0.6417187452316284,1.1947749853134155
42,0.6460503935813904,0.00010000000474974513,1.1717196702957153,0.6329687237739563,1.1865469217300415
43,0.6875,0.00010000000474974513,1.0908746719360352,0.6339062452316284,1.1858789920806885
44,0.6528578996658325,0.00010000000474974513,1.1477360725402832,0.6318749785423279,1.196488618850708
45,0.703125,0.00010000000474974513,1.0738418102264404,0.6315624713897705,1.1966867446899414
46,0.656842827796936,0.00010000000474974513,1.126701831817627,0.6373437643051147,1.1687275171279907
47,0.640625,0.00010000000474974513,1.1063239574432373,0.6357812285423279,1.171066403388977
48,0.6615748405456543,0.00010000000474974513,1.11371648311615,0.6446874737739563,1.1729055643081665
49,0.65625,0.00010000000474974513,1.0644744634628296,0.6432812213897705,1.1727283000946045
50,0.6594578623771667,0.00010000000474974513,1.1081990003585815,0.6464062333106995,1.1659648418426514
51,0.6875,0.00010000000474974513,1.138458013534546,0.6481249928474426,1.1645718812942505
52,0.6582956314086914,0.00010000000474974513,1.1001592874526978,0.6471874713897705,1.1433757543563843
53,0.65625,0.00010000000474974513,1.1913368701934814,0.647656261920929,1.1425211429595947
54,0.666638970375061,0.00010000000474974513,1.0892176628112793,0.6421874761581421,1.1517117023468018
55,0.625,0.00010000000474974513,1.0965772867202759,0.6421874761581421,1.151761531829834
56,0.665435254573822,0.00010000000474974513,1.0788002014160156,0.6378124952316284,1.1984186172485352
57,0.5625,0.00010000000474974513,1.3076748847961426,0.6356250047683716,1.2036319971084595
58,0.6680502891540527,0.00010000000474974513,1.069229245185852,0.6417187452316284,1.176882266998291
59,0.640625,0.00010000000474974513,1.285963535308838,0.6428124904632568,1.17545485496521
60,0.669295608997345,0.00010000000474974513,1.0677525997161865,0.6471874713897705,1.1423614025115967
61,0.640625,0.00010000000474974513,1.0388603210449219,0.6464062333106995,1.1429495811462402
62,0.6717861294746399,0.00010000000474974513,1.0621660947799683,0.6542187333106995,1.1134768724441528
63,0.546875,0.00010000000474974513,1.1259666681289673,0.6537500023841858,1.1140894889831543
64,0.6687144637107849,0.00010000000474974513,1.0552465915679932,0.64453125,1.1596918106079102
65,0.671875,0.00010000000474974513,1.048357367515564,0.6456249952316284,1.1596037149429321
66,0.6719521880149841,0.00010000000474974513,1.0422263145446777,0.6465625166893005,1.1261974573135376
67,0.671875,0.00010000000474974513,1.0455715656280518,0.6470312476158142,1.124136209487915
68,0.6782200932502747,0.00010000000474974513,1.0351371765136719,0.6467187404632568,1.156125783920288
69,0.71875,0.00010000000474974513,0.9713360667228699,0.6474999785423279,1.159052848815918
70,0.6766842603683472,0.00010000000474974513,1.0352380275726318,0.6454687714576721,1.1403025388717651
71,0.71875,0.00010000000474974513,1.03791081905365,0.6456249952316284,1.1411089897155762
72,0.6766427159309387,0.00010000000474974513,1.0327070951461792,0.6568750143051147,1.0839685201644897
73,0.71875,0.00010000000474974513,0.9549149870872498,0.6575000286102295,1.0842242240905762
0,0.23207837343215942,0.0005000000237487257,2.304760217666626,0.25968751311302185,2.065805673599243
1,0.25,0.0005000000237487257,2.2715868949890137,0.2592187523841858,2.0644869804382324
2,0.25735750794410706,0.0005000000237487257,2.157379388809204,0.20234374701976776,2.1815872192382812
3,0.3125,0.0005000000237487257,2.0035338401794434,0.21296875178813934,2.1719205379486084
4,0.3009422719478607,0.0005000000237487257,2.0619752407073975,0.35374999046325684,1.8834595680236816
5,0.265625,0.0005000000237487257,2.028562068939209,0.36015623807907104,1.8714072704315186
6,0.3741646111011505,0.0005000000237487257,1.89654541015625,0.2737500071525574,2.5853188037872314
7,0.46875,0.0005000000237487257,1.7813915014266968,0.2737500071525574,2.6156792640686035
8,0.430949330329895,0.0005000000237487257,1.7323933839797974,0.40531250834465027,1.957534670829773
9,0.546875,0.0005000000237487257,1.517469048500061,0.39796873927116394,2.0243265628814697
10,0.48055291175842285,0.0005000000237487257,1.6129354238510132,0.5243750214576721,1.5113409757614136
11,0.515625,0.0005000000237487257,1.5649640560150146,0.5259374976158142,1.507746934890747
12,0.5138018131256104,0.0005000000237487257,1.524438738822937,0.5245312452316284,1.5007429122924805
13,0.390625,0.0005000000237487257,1.8440892696380615,0.5229687690734863,1.5023345947265625
14,0.5332281589508057,0.0005000000237487257,1.4691075086593628,0.5182812213897705,1.5469738245010376
15,0.421875,0.0005000000237487257,1.6500121355056763,0.5279687643051147,1.512168288230896
16,0.5531941652297974,0.0005000000237487257,1.4235745668411255,0.5471875071525574,1.4609140157699585
17,0.515625,0.0005000000237487257,1.417924165725708,0.5537499785423279,1.4287447929382324
18,0.5642356276512146,0.0005000000237487257,1.3907442092895508,0.4606249928474426,1.6832404136657715
19,0.546875,0.0005000000237487257,1.4659199714660645,0.4764062464237213,1.6394908428192139
20,0.5761902928352356,0.0005000000237487257,1.3641225099563599,0.5484374761581421,1.4554024934768677
21,0.625,0.0005000000237487257,1.3244379758834839,0.5492187738418579,1.4563854932785034
22,0.580714762210846,0.0005000000237487257,1.3421765565872192,0.5642187595367432,1.4673124551773071
23,0.59375,0.0005000000237487257,1.1840648651123047,0.5693749785423279,1.4616299867630005
24,0.5895147323608398,0.0005000000237487257,1.3286867141723633,0.546875,1.4531000852584839
25,0.640625,0.0005000000237487257,1.3925857543945312,0.5518749952316284,1.422367811203003
26,0.5942468047142029,0.0005000000237487257,1.3136221170425415,0.5989062786102295,1.3257070779800415
27,0.671875,0.0005000000237487257,1.2281527519226074,0.600781261920929,1.326852560043335
28,0.6044580936431885,0.0005000000237487257,1.295385718345642,0.5757812261581421,1.3884223699569702
29,0.53125,0.0005000000237487257,1.4283944368362427,0.5707812309265137,1.4032806158065796
30,0.6040430068969727,0.0005000000237487257,1.297255516052246,0.5931249856948853,1.3093364238739014
31,0.625,0.0005000000237487257,1.257196307182312,0.5904687643051147,1.3142775297164917
32,0.6043750643730164,0.0005000000237487257,1.2907912731170654,0.5957812666893005,1.333687424659729
33,0.5625,0.0005000000237487257,1.500256896018982,0.5932812690734863,1.3448694944381714
34,0.6125524044036865,0.0005000000237487257,1.2748626470565796,0.5943750143051147,1.31882905960083
35,0.59375,0.0005000000237487257,1.40091073513031,0.5876562595367432,1.3304924964904785
36,0.6118882298469543,0.0005000000237487257,1.2693760395050049,0.60546875,1.360276222229004
37,0.609375,0.0005000000237487257,1.2677409648895264,0.6048437356948853,1.3638606071472168
38,0.6199410557746887,0.0005000000237487257,1.2579355239868164,0.5882812738418579,1.3326817750930786
39,0.578125,0.0005000000237487257,1.3172723054885864,0.5889062285423279,1.3401511907577515
40,0.618820309638977,0.0005000000237487257,1.2601206302642822,0.6009374856948853,1.3528097867965698
41,0.625,0.0005000000237487257,1.1730444431304932,0.5995312333106995,1.3615802526474
42,0.6248806715011597,0.0005000000237487257,1.251569151878357,0.6010937690734863,1.3452932834625244
43,0.703125,0.00010000000474974513,1.054705023765564,0.6017187237739563,1.3446766138076782
44,0.6503673791885376,0.00010000000474974513,1.1864725351333618,0.6415625214576721,1.1973321437835693
45,0.703125,0.00010000000474974513,1.005562663078308,0.6415625214576721,1.1966289281845093
46,0.6516956686973572,0.00010000000474974513,1.1646838188171387,0.6474999785423279,1.1902320384979248
47,0.609375,0.00010000000474974513,1.1457427740097046,0.6471874713897705,1.1893625259399414
48,0.6582126021385193,0.00010000000474974513,1.1375242471694946,0.6421874761581421,1.1805142164230347
49,0.59375,0.00010000000474974513,1.4544281959533691,0.6421874761581421,1.1794326305389404
50,0.6629031300544739,0.00010000000474974513,1.1207948923110962,0.6479687690734863,1.1780552864074707
51,0.703125,0.00010000000474974513,0.9830344915390015,0.6473437547683716,1.1782424449920654
52,0.660993754863739,0.00010000000474974513,1.1103492975234985,0.6546875238418579,1.1390360593795776
53,0.703125,0.00010000000474974513,1.0623152256011963,0.6551562547683716,1.1389391422271729
54,0.6626541018486023,0.00010000000474974513,1.103672981262207,0.6459375023841858,1.1930276155471802
55,0.71875,0.00010000000474974513,1.072426438331604,0.6451562643051147,1.191225290298462
56,0.6664729714393616,0.00010000000474974513,1.0892833471298218,0.645312488079071,1.164906620979309
57,0.6875,0.00010000000474974513,1.1045440435409546,0.6473437547683716,1.1625539064407349
58,0.6684238910675049,0.00010000000474974513,1.0774768590927124,0.65625,1.1359882354736328
59,0.75,0.00010000000474974513,1.0559669733047485,0.6564062237739563,1.136397361755371
60,0.6691710352897644,0.00010000000474974513,1.0756596326828003,0.6532812714576721,1.123538613319397
61,0.59375,0.00010000000474974513,1.195482850074768,0.6534374952316284,1.123378038406372
62,0.671869158744812,0.00010000000474974513,1.0630536079406738,0.6537500023841858,1.151102900505066
63,0.65625,0.00010000000474974513,1.026593804359436,0.6517187356948853,1.150278925895691
64,0.6745257377624512,0.00010000000474974513,1.05612051486969,0.65625,1.1450870037078857
65,0.59375,0.00010000000474974513,1.3271921873092651,0.6578124761581421,1.1426523923873901
66,0.6704993844032288,0.00010000000474974513,1.0489795207977295,0.6532812714576721,1.14230215549469
67,0.625,0.00010000000474974513,1.2325453758239746,0.6537500023841858,1.1411939859390259
68,0.6770578026771545,0.00010000000474974513,1.045814037322998,0.6610937714576721,1.1184316873550415
69,0.609375,0.00010000000474974513,1.1940566301345825,0.6595312356948853,1.1205353736877441
70,0.6746503114700317,0.00010000000474974513,1.0444363355636597,0.6617187261581421,1.0943880081176758
71,0.75,0.00010000000474974513,0.8951526880264282,0.6626562476158142,1.0947144031524658
72,0.6808351874351501,0.00010000000474974513,1.0295952558517456,0.6560937762260437,1.1141499280929565
73,0.703125,0.00010000000474974513,1.0322966575622559,0.6557812690734863,1.1142752170562744
74,0.6807106137275696,0.00010000000474974513,1.0267199277877808,0.6568750143051147,1.1122453212738037
75,0.625,0.00010000000474974513,1.1293388605117798,0.6567187309265137,1.1122725009918213
76,0.6823710203170776,0.00010000000474974513,1.026639461517334,0.6623437404632568,1.0953501462936401
77,0.59375,0.00010000000474974513,1.1263383626937866,0.6610937714576721,1.093095302581787
78,0.6810842156410217,0.00010000000474974513,1.016791582107544,0.6532812714576721,1.143090009689331
79,0.6875,0.00010000000474974513,0.9869471788406372,0.6537500023841858,1.1428310871124268
80,0.6802124977111816,0.00010000000474974513,1.0149593353271484,0.659375011920929,1.1179529428482056
81,0.796875,0.00010000000474974513,0.9254559874534607,0.6592187285423279,1.1158298254013062
82,0.687476634979248,0.00010000000474974513,1.0052895545959473,0.6596875190734863,1.1206685304641724
83,0.5625,0.00010000000474974513,1.214585304260254,0.66015625,1.1185415983200073
84,0.6866049766540527,0.00010000000474974513,0.9976478219032288,0.6664062738418579,1.0944019556045532
85,0.734375,0.00010000000474974513,0.835175633430481,0.664843738079071,1.0938615798950195
86,0.6877257227897644,0.00010000000474974513,0.9977700710296631,0.6692187786102295,1.108770728111267
87,0.75,0.00010000000474974513,0.8970916271209717,0.6693750023841858,1.109854817390442
88,0.6876426935195923,0.00010000000474974513,0.9933993220329285,0.65234375,1.131282091140747
89,0.609375,0.00010000000474974513,1.2160780429840088,0.6518750190734863,1.1303132772445679
90,0.6973973512649536,2.0000001313746907e-05,0.9762803912162781,0.6706249713897705,1.0814261436462402
91,0.71875,2.0000001313746907e-05,0.8822512626647949,0.6707812547683716,1.0817428827285767
92,0.6999709606170654,2.0000001313746907e-05,0.9691634774208069,0.6642187237739563,1.0960469245910645
93,0.796875,2.0000001313746907e-05,0.6798620223999023,0.6635937690734863,1.096286416053772
94,0.7059897780418396,2.0000001313746907e-05,0.956220269203186,0.6696875095367432,1.0815532207489014
95,0.875,2.0000001313746907e-05,0.7640010118484497,0.6698437333106995,1.0812594890594482
96,0.7016728520393372,2.0000001313746907e-05,0.9575443863868713,0.6696875095367432,1.0891966819763184
97,0.6875,2.0000001313746907e-05,1.0835376977920532,0.6698437333106995,1.0885413885116577
98,0.6994728446006775,2.0000001313746907e-05,0.9569993615150452,0.6704687476158142,1.0755709409713745
99,0.734375,2.0000001313746907e-05,0.9266082644462585,0.6706249713897705,1.0756052732467651
100,0.7008841633796692,2.0000001313746907e-05,0.9562402963638306,0.6740624904632568,1.0763728618621826
101,0.65625,2.0000001313746907e-05,0.9521733522415161,0.6740624904632568,1.0764905214309692
102,0.7012577056884766,2.0000001313746907e-05,0.9530502557754517,0.6712499856948853,1.0886344909667969
103,0.59375,2.0000001313746907e-05,1.236807107925415,0.6715624928474426,1.088021159172058
104,0.706031322479248,2.0000001313746907e-05,0.9485238194465637,0.6665624976158142,1.0904215574264526
105,0.640625,2.0000001313746907e-05,0.998480498790741,0.6670312285423279,1.090714454650879
106,0.7049105763435364,2.0000001313746907e-05,0.9462414383888245,0.6670312285423279,1.094997525215149
107,0.671875,2.0000001313746907e-05,0.9196800589561462,0.667187511920929,1.0951333045959473
108,0.7049935460090637,2.0000001313746907e-05,0.9455796480178833,0.6690624952316284,1.0795174837112427
109,0.6875,2.0000001313746907e-05,0.9351564645767212,0.6689062714576721,1.0795310735702515
110,0.7053256630897522,2.0000001313746907e-05,0.9437788724899292,0.6729687452316284,1.0716383457183838
111,0.765625,2.0000001313746907e-05,0.8803925514221191,0.6732812523841858,1.0718189477920532
112,0.7073180675506592,2.0000001313746907e-05,0.940710723400116,0.6673437356948853,1.0789809226989746
113,0.75,2.0000001313746907e-05,0.8527928590774536,0.6675000190734863,1.0794113874435425
114,0.7039558291435242,2.0000001313746907e-05,0.9420037269592285,0.6729687452316284,1.0769901275634766
115,0.640625,2.0000001313746907e-05,1.090693712234497,0.6732812523841858,1.0777714252471924
116,0.7109708786010742,2.0000001313746907e-05,0.9328637719154358,0.676562488079071,1.0660910606384277
117,0.71875,2.0000001313746907e-05,0.9052743911743164,0.6767187714576721,1.0661592483520508
118,0.7074010968208313,2.0000001313746907e-05,0.9337893128395081,0.6701562404632568,1.0693249702453613
119,0.796875,2.0000001313746907e-05,0.8232128024101257,0.6707812547683716,1.0692076683044434
120,0.7091444730758667,2.0000001313746907e-05,0.9332526922225952,0.6735937595367432,1.0736422538757324
121,0.6875,2.0000001313746907e-05,0.919153094291687,0.6731250286102295,1.0734922885894775
122,0.708812415599823,2.0000001313746907e-05,0.9334108233451843,0.6707812547683716,1.070259928703308
123,0.734375,2.0000001313746907e-05,0.8091419339179993,0.6704687476158142,1.0707260370254517
124,0.711884081363678,2.0000001313746907e-05,0.9259486794471741,0.6728125214576721,1.0707188844680786
125,0.640625,2.0000001313746907e-05,1.0438789129257202,0.6732812523841858,1.070345401763916
126,0.7078161835670471,2.0000001313746907e-05,0.9324313402175903,0.6751562356948853,1.0734007358551025
127,0.796875,2.0000001313746907e-05,0.7335831522941589,0.6745312213897705,1.0741264820098877
128,0.7090615034103394,2.0000001313746907e-05,0.924299418926239,0.6764062643051147,1.0705788135528564
129,0.671875,4.000000444648322e-06,0.9403650164604187,0.6764062643051147,1.0707803964614868
130,0.7100992202758789,4.000000444648322e-06,0.929198145866394,0.6739062666893005,1.0721734762191772
131,0.65625,4.000000444648322e-06,1.0259454250335693,0.6737499833106995,1.0721207857131958
132,0.7142501473426819,4.000000444648322e-06,0.9192419052124023,0.6728125214576721,1.0746902227401733
133,0.71875,4.000000444648322e-06,0.8822922706604004,0.672656238079071,1.0746023654937744
134,0.7147897481918335,4.000000444648322e-06,0.9152377247810364,0.6723437309265137,1.0781681537628174
135,0.734375,4.000000444648322e-06,1.0010685920715332,0.6721875071525574,1.0780951976776123
136,0.711884081363678,4.000000444648322e-06,0.9254322052001953,0.6735937595367432,1.071744680404663
137,0.65625,4.000000444648322e-06,0.960303544998169,0.6734374761581421,1.071874976158142
138,0.7125897407531738,4.000000444648322e-06,0.9169731736183167,0.6715624928474426,1.075007438659668
139,0.78125,4.000000444648322e-06,0.8836606740951538,0.6715624928474426,1.0748213529586792
140,0.7118011116981506,4.000000444648322e-06,0.9206743836402893,0.6742187738418579,1.0730154514312744
141,0.671875,8.000000661922968e-07,0.9375461935997009,0.6743749976158142,1.0730955600738525
142,0.712963342666626,8.000000661922968e-07,0.9163672924041748,0.6739062666893005,1.0731470584869385
143,0.640625,8.000000661922968e-07,1.073209285736084,0.6737499833106995,1.0731955766677856
144,0.7177784442901611,8.000000661922968e-07,0.9054460525512695,0.6732812523841858,1.072399616241455
145,0.6875,8.000000661922968e-07,1.0426310300827026,0.6735937595367432,1.0722582340240479
146,0.7153293490409851,8.000000661922968e-07,0.9151737093925476,0.6729687452316284,1.0736602544784546
147,0.703125,8.000000661922968e-07,0.9379368424415588,0.6731250286102295,1.0737550258636475
